lst,epoch,total_staked,daily_stake,daily_unstake,daily_net,tvl_sol
mrgnLST,719,338545.883039772,-1084.153236744,13.768269628,-1070.384967116,338578.815521414
stSOL,719,61569.692474216,0.0,24.199153989,24.199153989,61774.586093502
scnSOL,719,3.379256135,0.0,0.001359736,0.001359736,37.714580716
jito,718,14933160.4728253,-21519.727770282,200576.787764813,179057.059994531,14934508.4149795
mSOL Liquid,718,5162045.32109781,-82141.157522658,197311.009943017,115169.852420359,5162912.08128159
mSOL Native,718,3114817.7453112,-28811.665117269,91400.667653051,62589.002535782,3124964.84285568
bSOL,718,1201232.70886002,-2814.120528637,29623.086386211,26808.965857574,1201312.54154399
jSOL,718,995253.983517096,-13842.523550392,13005.179449792,-837.3441006,995358.000778578
mrgnLST,718,339616.268006888,-324.514636567,13.787664133,-310.726972434,339643.060319751
stSOL,718,61545.493320227,0.0,24.256373652,24.256373652,61747.434410325
scnSOL,718,3.377896399,0.0,0.001362416,0.001362416,37.713038379
jito,717,14753949.3833558,-207811.510834789,81149.119020402,-126662.391814387,14754999.4024045
mSOL Liquid,717,5143035.26022071,-181827.570399615,91747.072645336,-90080.497754279,5143814.83955984
mSOL Native,717,3122851.6934604,-6873.804860021,71203.227956824,64329.423096803,3132977.89304069
bSOL,717,1327974.72737901,-35940.626202028,16340.117901625,-19600.508300403,1328045.81403664
jSOL,717,1007996.51756972,-10759.240731997,35502.987082609,24743.746350612,1008077.30838202
mrgnLST,717,339926.996067242,-1231.804668187,13.81634669,-1217.988321497,339948.818477481
stSOL,717,61521.236946575,-55.140806174,16.796397294,-38.34440888,61718.249680857
scnSOL,717,3.376533983,0.0,0.001366531,0.001366531,37.711493185
jito,716,14880611.7781717,-49858.261161404,266110.894975549,216252.633814145,14881952.2637531
mSOL Liquid,716,5279767.61416817,-20140.451675715,99228.804683354,79088.353007639,5280455.98481101
mSOL Native,716,3054056.5474624,-12061.386731882,91018.615095998,78957.228364116,3064160.73866973
bSOL,716,1347575.23668551,-4541.291711703,15807.049235311,11265.757523608,1347673.1289783
jSOL,716,991785.82853828,-14381.866254149,39006.935095499,24625.06884135,991867.991753319
mrgnLST,716,341144.984388739,-6295.381860086,6.242833137,-6289.139026949,341172.048630678
stSOL,716,61559.581355455,-173.451976433,2.825716643,-170.62625979,61753.251413304
scnSOL,716,3.375167452,0.0,0.001365155,0.001365155,37.709972007
jito,715,14664359.1432319,-124204.449900123,34108.378093903,-90096.07180622,14666171.8723585
mSOL Liquid,715,5200718.06762955,-82115.318602988,99999.695086921,17884.376483933,5201283.79227087
mSOL Native,715,3003269.44213436,-12078.963187401,62322.116110514,50243.152923113,3013315.52672625
bSOL,715,1336309.4781616,-40316.07411963,969.969832779,-39346.104286851,1336458.24182824
jSOL,715,982073.307376172,-12810.521754375,25437.170599859,12626.648845484,982202.377828103
mrgnLST,715,347434.123415688,-618.550573398,83.370011154,-535.180562244,347466.112517166
stSOL,715,61730.207615245,-55.679895023,9.921104649,-45.758790374,61920.33308239
scnSOL,715,3.373802297,0.0,0.001363201,0.001363201,37.708436269
jito,714,14754455.2160439,-82854.065406146,107332.783138867,24478.717732721,14756098.9448228
mSOL Liquid,714,5212463.26888151,-9436.422858873,162865.822572564,153429.399713691,5213074.59350914
mSOL Native,714,3017379.0414921,-55525.615868005,97661.127120722,42135.511252717,3027392.74794421
bSOL,714,1375655.58105648,-11187.097797189,21562.158377024,10375.060579835,1375761.85704197
jSOL,714,989576.097934376,-15316.324200381,27025.688371363,11709.364170982,989683.337288359
mrgnLST,714,347969.303977932,-1921.630206884,6.301655711,-1915.328551173,347997.804604294
stSOL,714,61775.966405619,0.0,24.104579461,24.104579461,61959.901474849
scnSOL,714,3.372439096,0.0,0.001367033,0.001367033,37.706835064
jito,713,14729976.5003481,-65118.271077987,24834.13837855,-40284.132699437,14731616.0552267
mSOL Liquid,713,5176081.44593368,-132186.997718766,209817.991940625,77630.994221859,5176506.41823375
mSOL Native,713,3064087.74108613,-32489.788178463,89266.32278054,56776.534602077,3074303.29958054
bSOL,713,1365280.52047445,-37342.801804374,16176.8152108,-21165.986593574,1365362.92656988
jSOL,713,990031.391299756,-10437.290384199,27926.009254584,17488.718870385,990129.500159906
mrgnLST,713,349884.63361724,-1878.179583807,6.348002807,-1871.831581,349912.048064406
stSOL,713,61751.861826158,-75.578824046,9.950550505,-65.628273541,61930.127361222
scnSOL,713,3.371072063,0.0,0.00137836,0.00137836,37.705267642
jito,712,14770260.6330284,-164675.246342709,87775.809912433,-76899.436430276,14771869.1852833
mSOL Liquid,712,5107356.85508749,-91769.707635279,120933.08924266,29163.381607381,5107936.18993217
mSOL Native,712,3079618.13896646,-25758.89749795,78574.240798938,52815.343300988,3089595.74589217
bSOL,712,1386446.50806812,-24586.661820173,47823.145434685,23236.483614512,1386559.66649215
jSOL,712,980304.278854181,-9351.840290056,101851.476716359,92499.636426303,980409.53215908
mrgnLST,712,351756.46519824,-53.348944844,101.290913614,47.94196877,351758.580143069
stSOL,712,61817.490099699,0.0,24.27451379,24.27451379,61991.947654645
scnSOL,712,3.369693703,0.0,0.001369736,0.001369736,37.703730517
jito,711,14847160.0736946,-58130.049994802,646536.599782664,588406.549787862,14848978.7699612
mSOL Liquid,711,5111884.17128231,-50486.877017503,143699.974200308,93213.097182805,5112559.21028891
mSOL Native,711,3074552.51509153,-29413.236332763,115494.280009165,86081.043676402,3084450.33299743
bSOL,711,1363210.02877437,-38073.911326044,26370.464447853,-11703.446878191,1363349.36008381
jSOL,711,1015714.56720695,-19889.778452141,434423.659156236,414533.880704095,1015779.91419355
mrgnLST,711,351708.527566269,-224.044656668,144.820084696,-79.224571972,351754.23713096
stSOL,711,61793.215585909,-191.673983478,16.331527066,-175.342456412,61960.414874052
scnSOL,711,3.368323967,0.0,0.00136892,0.00136892,37.702160801
jito,710,15398757.3921764,-709740.301627343,1744855.48985785,1035115.1882305,15400476.3857584
mSOL Liquid,710,5026638.60734705,-125054.519920842,96391.602341957,-28662.917578885,5027178.17965646
mSOL Native,710,3031716.0706636,-21779.465031648,119972.064659319,98192.599627671,3041547.21543847
bSOL,710,1374913.47890473,-30513.393042145,38422.845690611,7909.452648466,1375039.49700123
jSOL,710,596560.776124998,-18570.857780183,151512.953804497,132942.096024314,596628.299166362
mrgnLST,710,351787.754301848,-1168.592601427,7.180133192,-1161.412468235,351813.912801961
stSOL,710,61968.558042321,-124.803903788,16.3737042,-108.430199588,62128.698246624
scnSOL,710,3.366955047,0.0,0.001372944,0.001372944,37.70054061
jito,709,13679844.8544399,-2017932.56368958,254522.969135108,-1763409.59455447,13680965.7532464
mSOL Liquid,709,5103156.11589369,-286732.937672527,487353.030541717,200620.09286919,5103697.61173426
mSOL Native,709,3042929.59755936,-57814.242898413,213206.195577368,155391.952678955,3052138.27085582
bSOL,709,1395300.6501356,-66349.789505923,44000.057358382,-22349.732147541,1395384.41930017
jSOL,709,463116.014704766,-79574.309404679,27022.606683439,-52551.70272124,463177.581024988
mrgnLST,709,352949.166770083,-840.52776601,6.415492178,-834.112273832,352951.294176308
stSOL,709,62076.988241909,-211.519173009,10.283314943,-201.235858066,62231.923998682
scnSOL,709,3.365582103,0.0,0.001382638,0.001382638,37.698879586
jito,708,15200747.6912394,-470501.558695435,1540395.31307015,1069893.75437472,15202308.4496393
mSOL Liquid,708,4913428.69123961,-221135.173345284,83004.657162002,-138130.516183282,4913855.11014603
mSOL Native,708,3060712.75340876,-34435.375055845,299281.761615067,264846.386559222,3070867.77594463
bSOL,708,1417582.35437743,-26121.385554435,94934.417380364,68813.031825929,1417769.81693133
jSOL,708,518352.762602949,-33304.824431082,82124.91628075,48820.091849668,518411.075468294
mrgnLST,708,353783.279043915,-136.662913063,139.851074275,3.188161212,353785.406179432
stSOL,708,62278.224099975,-451.337774357,8.360141495,-442.977632862,62429.206197908
scnSOL,708,3.364199465,-0.029778039,7.856e-06,-0.029770183,37.697362052
jito,707,14130853.9409829,-680249.823850288,629865.18684829,-50384.637001998,14133215.7634769
mSOL Liquid,707,5154860.41110239,-138360.14799449,27624.050287495,-110736.097706995,5156920.87520913
mSOL Native,707,2959848.83429682,-26337.251138675,240609.785848321,214272.534709646,2969290.06434605
bSOL,707,1348769.3258092,-132103.139926339,11650.427831309,-120452.71209503,1349036.56445559
jSOL,707,470562.69880858,-14760.948386354,59008.535334978,44247.586948624,470677.126779315
mrgnLST,707,353780.091964982,-0.188151083,288.984445168,288.796294085,353814.109016569
stSOL,707,62721.201732837,0.0,24.610483307,24.610483307,62867.362641773
scnSOL,707,3.393969648,0.0,0.032536285,0.032536285,37.73281747
jito,706,14181238.5790303,-160739.088676393,14248.416976241,-146490.671700152,14182855.083947
mSOL Liquid,706,5268388.94842347,-45733.110720106,77010.858542426,31277.74782232,5270230.6793181
mSOL Native,706,2805224.84915105,-18337.980980785,188241.260959991,169903.279979206,2814111.18203665
bSOL,706,1469222.04094882,-5553.228387529,36858.005451569,31304.77706404,1469347.15444124
jSOL,706,428646.210957801,-4234.606263433,20222.463583239,15987.857319806,428702.889195262
mrgnLST,706,353491.295670897,-551.207992007,6.913692716,-544.294299291,353519.461802483
stSOL,706,62696.59124953,-150.964943197,8.402209945,-142.562733252,62837.512956785
scnSOL,706,3.361433363,0.0,0.001384434,0.001384434,37.694194812
jito,705,14327729.2527918,-70780.87518367,59231.043493749,-11549.831689921,14329581.5127646
mSOL Liquid,705,5259019.89560847,-39302.571322103,145349.064422372,106046.493100269,5259603.49861601
mSOL Native,705,2705724.12474774,-12913.647847515,64048.928848895,51135.28100138,2714490.28072597
bSOL,705,1437917.26694757,-30911.038178275,8770.469818808,-22140.568359467,1438056.70814117
jSOL,705,411765.721076766,-15832.942020198,130.082722141,-15702.859298057,411819.381476018
mrgnLST,705,354035.589970188,-422.487164119,14.841259967,-407.645904152,354075.797251551
stSOL,705,62839.153982782,-294.157280692,9.955468471,-284.201812221,62975.142827569
scnSOL,705,3.360048929,0.0,0.001376041,0.001376041,37.692586279
jito,704,14339279.0844817,-74809.721966617,232204.179591122,157394.457624505,14342380.3321127
mSOL Liquid,704,5249020.29110262,-38466.094789067,561422.135846417,522956.04105735,5250718.89804546
mSOL Native,704,2667770.17201131,-61327.315077893,137618.231461164,76290.916383271,2676367.03152582
bSOL,704,1460057.83630704,-23866.620377587,25948.590556291,2081.970178704,1460274.79103287
jSOL,704,427468.580374823,-22771.946501198,13567.15397889,-9204.792522308,427547.013428756
mrgnLST,704,354443.23587434,-11.768675074,41.730300802,29.961625728,354561.681990499
stSOL,704,63123.355795003,-29.306817203,22.66290348,-6.643913723,63255.065626762
scnSOL,704,3.358672888,0.0,0.001391948,0.001391948,37.690937709
jito,703,14181884.627815,-75766.719266721,56122.42996024,-19644.289306481,14183109.3800103
mSOL Liquid,703,4816718.5960473,0.0,396653.855522537,396653.855522537,4817183.73809229
mSOL Native,703,2543311.98226597,-12299.474699817,37245.573160364,24946.098460547,2551233.2635825
bSOL,703,1457975.8681345,-2563.01707694,26543.114202051,23980.097125111,1458113.43301953
jSOL,703,434441.188518311,-1721.163360407,129.846804025,-1591.316556382,434477.402559511
mrgnLST,703,354413.274248612,-541.469940918,15.584389262,-525.885551656,354468.685770917
stSOL,703,63129.999708726,-340.12366041,6.229045381,-333.894615029,63250.582494916
scnSOL,703,3.35728094,0.0,0.001384172,0.001384172,37.688967159
jito,702,14201528.9203651,-92688.559464168,114513.028696106,21824.469231938,14204216.2603369
mSOL Liquid,702,4589475.84571278,-257932.366258778,182560.631859933,-75371.734398845,4590217.90485051
mSOL Native,702,2590148.61237823,-38144.2990479,128351.25129965,90206.95225175,2598136.93085266
bSOL,702,1460264.98304096,-31754.523698878,34080.702106237,2326.178407359,1460477.65449781
jSOL,702,441158.523785873,-28.6845749,65081.830517294,65053.145942394,441219.264999143
mrgnLST,702,354939.162983407,-1902.547247474,6.403501709,-1896.143745765,355003.030316966
stSOL,702,63463.894323755,-326.14226264,12.641338493,-313.500924147,63581.749712155
scnSOL,702,3.355896768,0.0,0.001389884,0.001389884,37.68758117
jito,701,14265017.2063309,-339265.299421995,1291428.93990176,952163.640479767,14269195.1231494
mSOL Liquid,701,4821525.71273603,0.0,195338.226595999,195338.226595999,4823115.25120307
mSOL Native,701,2610399.69256714,-86602.098312576,152988.075704519,66385.977391943,2617070.16528657
bSOL,701,1462872.32973745,-50664.28975204,14894.525142052,-35769.764609988,1463211.25414809
jSOL,701,376105.377843479,-102.831037624,149.43747969,46.606442066,376216.156841695
mrgnLST,701,356835.306729172,-6450.996002629,6.384795233,-6444.611207396,356964.263237412
stSOL,701,63777.395247902,-635.680215626,8.261639016,-627.41857661,63893.560884362
scnSOL,701,3.354506884,0.0,0.001385979,0.001385979,37.685886339
jito,700,13015897.973738,-1082640.56836395,110867.577825403,-971772.990538543,13019187.1364901
mSOL Liquid,700,4912324.88956839,-4125.750254105,347123.782999313,342998.032745208,4913619.71917931
mSOL Native,700,2558693.46442312,-48341.649069707,82991.02062156,34649.371551853,2564752.95059349
bSOL,700,1498642.09334773,-27153.184573226,13328.71979854,-13824.464774686,1498944.97695101
jSOL,700,376058.771401413,-68695.954777566,120.368986466,-68575.5857911,376225.289231259
mrgnLST,700,363279.917936568,-6249.892069255,6.323441577,-6243.568627678,363401.145466835
stSOL,700,64404.813824512,-136.020589238,18.880058528,-117.14053071,64506.710006578
scnSOL,700,3.353120905,0.0,0.001372631,0.001372631,37.684022511
jito,699,13987671.1494311,-105657.28905928,5502.014802738,-100155.274256542,13989944.4609635
mSOL Liquid,699,4749972.24126669,-105529.803574195,242188.669376995,136658.8658028,4750999.432513
mSOL Native,699,2626870.24434992,-4363.184560613,58919.141624783,54555.95706417,2633910.40282695
bSOL,699,1512466.56114504,-27528.575081385,9562.827677587,-17965.747403798,1512649.62739274
jSOL,699,463253.970414777,-25148.684853086,33898.037570435,8749.352717349,463292.129251534
mrgnLST,699,369523.486564246,-1863.418242074,6.263798085,-1857.154443989,369525.636781342
stSOL,699,64521.954355222,-503.82508526,6.12646816,-497.6986171,64609.058303068
scnSOL,699,3.351748274,0.0,0.001359674,0.001359674,37.681623821
jito,698,14087826.4267088,-26030.461803134,230807.864388037,204777.402584903,14091051.7791013
mSOL Liquid,698,4901829.1688181,-87398.560691798,106038.152481215,18639.591789417,4902863.3526961
mSOL Native,698,2703851.06976989,-34381.591695541,104787.077387192,70405.485691651,2710972.25590892
bSOL,698,1530432.31255094,-2190.547924379,26907.738357449,24717.19043307,1530691.61474841
jSOL,698,454248.024882912,-23290.428728496,7104.090585872,-16186.338142624,454335.34417388
mrgnLST,698,371380.641008235,-1692.442509426,6.283662904,-1686.158846522,371448.999511184
stSOL,698,65019.652972322,-66.090349493,10.327015063,-55.76333443,65099.837785196
scnSOL,698,3.3503886,0.0,0.00136202,0.00136202,37.680214334
jito,697,13883049.0231239,-188931.071808388,162605.020048001,-26326.051760387,13885025.244705
mSOL Liquid,697,5064598.98424665,-81894.011856108,237129.423657305,155235.411801197,5065254.68062317
mSOL Native,697,2710508.82109567,-26480.51627014,187435.562878394,160955.046608254,2717425.60438473
bSOL,697,1535221.28048476,-17043.869276243,65700.354911541,48656.485635298,1535379.45708019
jSOL,697,470508.216419614,-18206.151617811,118875.318368299,100669.166750488,470567.133640717
mrgnLST,697,373066.799854757,-1960.378098126,6.271376931,-1954.106721195,373120.301172764
stSOL,697,65075.416306752,-177.075769688,14.7897787,-162.285990988,65147.152583822
scnSOL,697,3.34902658,0.0,0.001339809,0.001339809,37.678446677
jito,696,13909375.0748843,-49158.932695713,333964.483340965,284805.550645252,13910734.3219549
mSOL Liquid,696,5148548.67066297,-58771.682989342,166336.102895229,107564.419905887,5149072.44051197
mSOL Native,696,2655505.42172156,-43302.443077299,105950.837298073,62648.394220774,2660541.05986993
bSOL,696,1531193.31847424,-74881.490235029,76854.945175809,1973.45494078,1531299.14142744
mrgnLST,696,375020.906575952,-5772.686352991,6.348744084,-5766.337608907,375061.074014478
jSOL,696,345724.450418558,-21425.784930871,25028.17336496,3602.388434089,345754.998208556
stSOL,696,65237.70229774,-806.426462964,4.084540343,-802.341922621,65303.834033052
scnSOL,696,3.347686771,0.0,0.00134303,0.00134303,37.676817809
jito,695,13624569.5252586,-116464.985072629,120790.074950449,4325.08987782,13626055.6644858
mSOL Liquid,695,5311671.43104047,-95941.394136302,147933.372310257,51991.978173955,5312253.4119914
mSOL Native,695,2671391.79160087,-56037.05313863,51144.783288211,-4892.269850419,2676496.38316775
bSOL,695,1529219.86555427,-56214.612262802,12709.429624664,-43505.182638138,1529340.62593872
mrgnLST,695,380787.244184859,-3833.675045041,6.214943545,-3827.460101496,380839.261675893
jSOL,695,352643.108017353,-99893.202742122,9370.332430851,-90522.870311271,352679.863953939
